TIME_PERIOD,ecb_0,ecb_3m,ecb_6m,ecb_9m,ecb_1y,ecb_2y,ecb_3y,ecb_4y,ecb_5y,ecb_6y,ecb_7y,ecb_8y,ecb_9y,ecb_10y,ecb_11y,ecb_12y,ecb_13y,ecb_14y,ecb_15y,ecb_16y,ecb_17y,ecb_18y,ecb_19y,ecb_20y,ecb_21y,ecb_22y,ecb_23y,ecb_24y,ecb_25y,ecb_26y,ecb_27y,ecb_28y,ecb_29y,ecb_30y
2019-10-31,-0.543,-0.674975008716515,-0.6793912996640209,-0.6835432524766867,-0.6871813243061069,-0.6935057375135303,-0.6837055349121304,-0.6583809980004696,-0.6207249204199434,-0.5745427946172259,-0.5233358422753493,-0.4699529928954704,-0.416529942883689,-0.3645588719895603,-0.3150054188496445,-0.2684311385281881,-0.2251027153612126,-0.1850814520736596,-0.1482926534533692,-0.1145772199322205,-0.0837286620339203,-0.0555187501991181,-0.0297146280181026,-0.0060897057062518,0.0155698544721771,0.0354616915878907,0.0537658313043496,0.0706445799591173,0.0862432198380833,0.1006911573976088,0.1141032916117603,0.1265814515887549,0.1382158097093304,0.1490862155413426
2019-11-01,-0.549,-0.6473521309503795,-0.6590315405339442,-0.6691085757234672,-0.6775199887421826,-0.6943884298448246,-0.6865867930549303,-0.6591139534338772,-0.6176031309886332,-0.5671526935684001,-0.5118986376032515,-0.4549584116155767,-0.3985412291196493,-0.3441161750711101,-0.2925840857144353,-0.2444293625544662,-0.1998438393707604,-0.1588227014883947,-0.1212358858245443,-0.0868794731369257,-0.0555115145689124,-0.026876169997688,-0.0007193212849547,0.0232018718816122,0.0451136105143834,0.0652229192008944,0.0837169486277953,0.1007634250153168,0.1165117696001272,0.1310945676445822,0.1446291775632695,0.1572193483000243,0.1689567661892552,0.1799224881424912
2019-11-04,-0.536,-0.6111430877756797,-0.6299556186821241,-0.6456974809054226,-0.6585200421505335,-0.6838892992027494,-0.6757563616910702,-0.6439949174421451,-0.5968569394794101,-0.5407630228350726,-0.4804461139967801,-0.419230343838417,-0.3593339889621316,-0.3021454461068025,-0.2484532390838478,-0.198627339343945,-0.1527565007933753,-0.1107489927545177,-0.0724044110119384,-0.0374634627208259,-0.0056414553470851,0.023349976244166,0.0497894392518143,0.0739380707391605,0.0960356680935137,0.1162993247070252,0.1349236354581831,0.1520818306450435,0.1679274082451429,0.1825959835452459,0.1962071787792298,0.2088664461020113,0.2206667645201938,0.2316901823000132
2019-11-05,-0.541,-0.6080273293135259,-0.624372114797304,-0.6379401202869792,-0.6488424550529464,-0.6684360365112432,-0.6565077723881734,-0.6220396501358407,-0.5728015351431606,-0.5149598448645683,-0.4531171813397119,-0.3905325539442064,-0.3293920701844262,-0.2710676566086931,-0.2163382077158533,-0.165566623604251,-0.118835269618692,-0.0760460385951562,-0.0369920465771662,-0.0014075216001776,0.0309985479547454,0.0605205428879878,0.0874426799286711,0.1120312399335368,0.1345306751787114,0.1551622490441242,0.1741242638253082,0.1915932280426462,0.2077255276403393,0.2226593162649486,0.2365164447284393,0.2494043214464183,0.2614176436474575,0.2726399705345268
2019-11-06,-0.539,-0.6030676826594089,-0.6158848810013329,-0.6267368693231932,-0.6356125484018293,-0.6520705963560758,-0.6416999978587619,-0.6107723863273247,-0.5656289822062326,-0.5117349878630808,-0.4533926870783014,-0.393772368762594,-0.3350755769039155,-0.2787346063823466,-0.2256023741926411,-0.1761140394726523,-0.1304157875371174,-0.0884628336575645,-0.0500913372296243,-0.0150694963525741,0.0168672915858243,0.0459930764772791,0.0725765141228726,0.0968720063849526,0.1191149362957617,0.1395196258045827,0.1582790396464579,0.1755655550896817,0.1915323341238322,0.2063149901982304,0.2200333511854884,0.2327931960186562,0.2446878938413546,0.2557999085950155
2019-11-07,-0.537,-0.6253824695732303,-0.6334938126215057,-0.6397575549489622,-0.6441832989881651,-0.6444771707563213,-0.6207807231957565,-0.579257979111643,-0.5259009592257184,-0.4657566674966054,-0.4027246533072706,-0.3396238288705033,-0.2783660237091974,-0.2201532546105151,-0.1656600390490732,-0.1151859193066022,-0.0687754713000869,-0.0263086458055119,0.0124336377870526,0.0477234213971486,0.0798544401129279,0.1091217272240205,0.1358089887500304,0.1601813842034987,0.1824819650626867,0.2029305084000958,0.2217238541927937,0.2390371307099486,0.2550254529502544,0.2698258220765621,0.2835590538027628,0.2963316323040483,0.3082374323139247,0.3193592822707245
2019-11-08,-0.54,-0.6307622790818974,-0.6366472430622664,-0.6409981348429636,-0.6437828566117729,-0.639568231114851,-0.6135076955092762,-0.5707817634465084,-0.5168284794723452,-0.4563899838419445,-0.3932032197302924,-0.3300041454348186,-0.2686650901984029,-0.2103714368814579,-0.1557924737759224,-0.1052277179232157,-0.0587237031460547,-0.0161627502611541,0.0226721249687571,0.0580513737218675,0.090267661575099,0.1196153991343249,0.1463780160853143,0.1708206451537866,0.1931864791678494,0.2136955413904324,0.2325449762903464,0.2499102422823558,0.2659467883005948,0.2807919393581806,0.2945668167581761,0.3073781877550898,0.3193201860139716,0.3304758747831702
2019-11-11,-0.541,-0.6020094978798493,-0.6129541227278853,-0.6215432347901069,-0.6278642666361511,-0.6326553811899371,-0.6105645564004467,-0.5694243162036421,-0.5160780596794909,-0.4559691898645721,-0.3931500709417155,-0.3304696613906088,-0.269814163365861,-0.2123400482789588,-0.1586742337097328,-0.1090745525644929,-0.0635524383877248,-0.0219633274266182,0.0159288335653324,0.050406971506673,0.08177105663367,0.1103189619059799,0.1363348568242479,0.1600827775304822,0.1818036542627441,0.2017145705722163,0.2200093987482096,0.2368602271196109,0.2524191897679213,0.2668204466343349,0.2801821571999932,0.2926083555954986,0.3041906779907755,0.3150099209514112
2019-11-12,-0.537,-0.6017894295886747,-0.6160977704564825,-0.6271967649095394,-0.6353089018747338,-0.6421888344386075,-0.6176109515960788,-0.5722996902102344,-0.5145654338905259,-0.4505220526284472,-0.384463991279897,-0.3192653023860368,-0.2567384536029964,-0.1979308834242665,-0.1433573351433259,-0.0931749464910756,-0.0473111265679664,-0.0055543777564275,0.0323829447592745,0.0668225334216918,0.0980928734313928,0.126512414806639,0.1523799019644627,0.1759694939714515,0.1975289957144361,0.2172800305676316,0.2354193564961406,0.2521207929534819,0.2675374124559757,0.2818037796165658,0.295038107926167,0.307344262791922,0.3188135771492444,0.3295264697541578
2019-11-13,-0.531,-0.6052846606210791,-0.619195851882866,-0.6303998387900798,-0.6390337214710442,-0.6508297236343275,-0.6334457538669138,-0.5957795138420945,-0.5452347713367454,-0.487539326315821,-0.426883660180545,-0.3661805294660034,-0.3073444457749263,-0.2515448649363168,-0.1994162565847661,-0.1512229935668112,-0.1069836734208147,-0.0665618395512726,-0.0297302629149309,0.0037848289618098,0.0342742941914968,0.0620272282053753,0.087319556586707,0.1104077210844323,0.1315257578044089,0.1508845603663129,0.1686724882701473,0.185056748486122,0.2001851698295587,0.2141881243401335,0.2271804429109478,0.2392632354903832,0.2505255680477856,0.261045975568076
2019-11-14,-0.536,-0.6260016382207536,-0.6370391572286355,-0.6461094540156729,-0.6532335894061785,-0.6634103828386069,-0.6484125683835549,-0.6146219934806179,-0.5681544273079329,-0.5141412389525812,-0.456551791932906,-0.3982700845173523,-0.3412710958484353,-0.2868179394782228,-0.2356431638774676,-0.188100258368129,-0.1442829619165104,-0.104115278108821,-0.0674170613664633,-0.0339503103210194,-0.003450804771774,0.0243510544242102,0.0497171496418795,0.0728939657670602,0.0941085967331092,0.1135671878161201,0.1314549265716003,0.1479369668438261,0.1631598682783941,0.1772532753792524,0.1903316596004614,0.2024960165258751,0.213835456524565,0.2244286578655157
2019-11-15,-0.541,-0.6354034892780552,-0.6448901168035345,-0.6526408777610699,-0.6586451908033866,-0.6658398740645128,-0.6493992023586901,-0.6149779276217471,-0.5682892546703333,-0.5142473887542613,-0.4567086619041558,-0.3985012696129515,-0.3415749409166064,-0.2871831969159881,-0.2360565308317128,-0.1885496282887029,-0.1447585182511495,-0.1046095800882325,-0.0679247210744735,-0.0344675567068231,-0.0039750677677088,0.0238214899891033,0.0491834108789561,0.0723567871919461,0.0935684579808822,0.1130244075481894,0.1309097246189379,0.1473895041231956,0.1626102716245052,0.1767016524311957,0.1897781073205688,0.2019406257725087,0.2132783142734913,0.2238698481008281
2019-11-18,-0.541,-0.5976464494899355,-0.6141601137026772,-0.6279092066039293,-0.6390183517620376,-0.6598604158383816,-0.6500013687922777,-0.618370441555097,-0.5725476926163853,-0.5184825459852997,-0.4605830950257972,-0.4019541176988932,-0.3446697363548918,-0.2900271193479522,-0.2387602772149173,-0.1912097025990391,-0.1474513768752863,-0.1073916326110637,-0.070834879191123,-0.0375305867196926,-0.0072048891375464,0.0204189292143712,0.0456077938322987,0.0686116093133442,0.0896596619125909,0.1089593883939397,0.12669662486923,0.143036728110405,0.1581261621854777,0.1720942847922835,0.1850551659297616,0.1971093385623077,0.2083454257260002,0.2188416177515937
2019-11-19,-0.542,-0.6084904078058195,-0.6220714100952206,-0.633333674544968,-0.6423409971613974,-0.6576599099355032,-0.6452278794490658,-0.6125518841294229,-0.5664215439163032,-0.5123619495656593,-0.4545648551296617,-0.3960337809916048,-0.3388029304252953,-0.2841604354693521,-0.2328453661627287,-0.1852084774267699,-0.1413367859283227,-0.1011464545830271,-0.0644498320756969,-0.031002388025128,-0.0005345463155497,0.0272275070896617,0.0525488640003393,0.0756783832151535,0.0968448654779732,0.1162556460146531,0.1340967115862901,0.1505337261741683,0.1657135500851017,0.1797659798916642,0.1928055362040053,0.2049331945384629,0.2162380004173814,0.2267985399315768
2019-11-20,-0.511,-0.6183568178884458,-0.6307939622757801,-0.6413453595228031,-0.6500006732227996,-0.6663496258436856,-0.6569440545090974,-0.6277772663069756,-0.5849139889204356,-0.5335872785604234,-0.4779225608825777,-0.4209650474514812,-0.3648340185481435,-0.3109123343617468,-0.2600272790700466,-0.2126048026323679,-0.1687926423757324,-0.1285541779640966,-0.0917374224170513,-0.0581241331002857,-0.0274636805357544,0.0005043971651492,0.0260360114326949,0.049373893778269,0.0707429137276651,0.0903480280820179,0.1083739232922877,0.1249856960943744,0.1403301252783562,0.1545372367685049,0.1677219695532374,0.1799858230182804,0.1914184158665153,0.2020989198110927
2019-11-21,-0.542,-0.6287761738078631,-0.6384104596656166,-0.6462429953968205,-0.6522711207527712,-0.659114962768844,-0.6418590570107843,-0.6063937811747757,-0.5585805116550553,-0.5034224875249249,-0.444826039888035,-0.3856442871971985,-0.3278362978921181,-0.272655670494704,-0.2208278292594667,-0.1726998541623992,-0.1283592325776124,-0.087723804226357,-0.0506074505949922,-0.0167665206178284,0.014068428032282,0.0421717277856406,0.0678094841157237,0.091231903945127,0.1126693316151425,0.1323307322698486,0.150403729029793,0.1670555739125374,0.1824346321145209,0.1966721021145812,0.2098837943679712,0.2221718604839868,0.2336264114558224,0.2443269942935289
2019-11-22,-0.536,-0.6098449677778376,-0.6211803812126757,-0.6308311603755632,-0.6387562556994464,-0.6534085838875634,-0.6434605200420833,-0.6142478548844066,-0.5714984829488907,-0.5202866978111698,-0.4646744612915743,-0.4076917454597506,-0.3514647667896859,-0.2973916357957993,-0.2463162572535848,-0.198679444706022,-0.1546409359383802,-0.1141731456253274,-0.0771304979616429,-0.0432990279562996,-0.0124307437153898,0.0157333858050519,0.0414486948989334,0.0649579178990571,0.0864863025676412,0.1062394112079905,0.1244026588049664,0.1411419225005288,0.1566047664491872,0.1709219773396502,0.1842092129086707,0.1965686401519024,0.208090490633146,0.218854494105481
2019-11-25,-0.533,-0.621252135536542,-0.6311049529283811,-0.639551785488419,-0.6465103350703969,-0.6590246526423176,-0.6486143683400467,-0.6197140133699994,-0.5775760344944909,-0.5270372343093035,-0.4720515283994499,-0.4156086183297871,-0.3598279097806425,-0.3061156040067034,-0.2553289644374596,-0.2079227408592165,-0.1640691507444667,-0.1237509633464464,-0.0868308180419332,-0.053101086057385,-0.0223185748552161,0.005772151139173,0.0314237474499243,0.0548769543837548,0.0763555306087275,0.0960639186893621,0.11418668297946,0.1308890459943288,0.1463180604672214,0.1606041069681079,0.1738625152875754,0.1861951832269821,0.1976921179626989,0.2084328595930156
2019-11-26,-0.533,-0.6319381686811733,-0.6385934332767569,-0.6447687761762244,-0.650219664137647,-0.6618538463010482,-0.6547584460525155,-0.6302347299634397,-0.5920969838562247,-0.544640816069708,-0.4917258343451003,-0.4364476731709446,-0.3811022145402747,-0.3272787648525148,-0.2759963224097603,-0.2278407776266848,-0.183084827372292,-0.1417849164718023,-0.1038556178586334,-0.0691244471552838,-0.037370860228771,-0.0083530509257636,0.0181743329687689,0.0424490364840488,0.0646946582499561,0.0851172659346588,0.1039041019049495,0.1212236207284152,0.1372263302241139,0.1520460766002742,0.1658015355347053,0.1785977565561392,0.1905276671987921,0.2016734834437803
2019-11-27,-0.533,-0.6287479383501366,-0.6357791234212637,-0.642014411905157,-0.6472740312946073,-0.656612184574175,-0.6463284103444376,-0.6188671831703623,-0.5784944134021766,-0.5296017830008561,-0.4759786437435229,-0.4205867084194787,-0.3655768958746144,-0.3124069590627201,-0.261986926478337,-0.2148176564074568,-0.1711084849331898,-0.1308705581266114,-0.0939874253053001,-0.0602664280009612,-0.0294748320953743,-0.0013643451895983,0.0243129184082515,0.0477945913918731,0.0693024662494379,0.0890397884384275,0.10719043334161,0.1239192630265468,0.1393731767364823,0.1536825276082074,0.1669626911744397,0.1793156502829527,0.1908315152937765,0.2015899348163328
2019-11-28,-0.531,-0.617684347582106,-0.6278428820080425,-0.636646693886423,-0.6439960634533028,-0.6581720303034269,-0.649259670068397,-0.6215315766984979,-0.5802428791698548,-0.5302921250425907,-0.4757052789766836,-0.4195347120478812,-0.3639474890189427,-0.3103829971593468,-0.2597199644209444,-0.2124260030829416,-0.1686803215762133,-0.1284689265819132,-0.0916554619153338,-0.0580320971639864,-0.0273548867643578,0.0006325179704547,0.0261836312908305,0.0495398962023001,0.0709255843995293,0.0905454661571745,0.1085842713963143,0.1252072563863595,0.1405614066469436,0.15477696250739,0.1679690640795144,0.1802393889802722,0.191677708275505,0.2023633208349655
2019-11-29,-0.532,-0.6110902267928359,-0.6201702061999889,-0.628075690916787,-0.6346783494001038,-0.6469481468626892,-0.6371539282012693,-0.6090180516844592,-0.5675285291290013,-0.5174618124867978,-0.4627928767563469,-0.4065558225688468,-0.3509130313128752,-0.2973038143639779,-0.2466076100896175,-0.199292190813296,-0.1555361367535508,-0.115324213280108,-0.0785184819042168,-0.0449094296089165,-0.0142514987932895,0.0137130989541149,0.0392390980640491,0.0625689325499232,0.0839276493508247,0.1035206037499365,0.1215329506535844,0.138130241562016,0.1534596552114067,0.167651547141217,0.1808211146087448,0.193070050356527,0.2044881111294312,0.2151545616571475
2019-12-02,-0.541,-0.6174382885009599,-0.6252023931229165,-0.6311436770387913,-0.6352791957695554,-0.6348347399855161,-0.6111890515259164,-0.5705062454891774,-0.518672024424939,-0.4605836221682615,-0.3999848136666371,-0.3395528174593742,-0.2810807998725311,-0.2256774051360315,-0.1739476443019443,-0.1261422388588684,-0.0822738624088188,-0.0422037866000621,-0.005704181606835,0.0274985756087469,0.0576948491715665,0.0851730652006215,0.1102083737917303,0.1330563668457907,0.1539501769457654,0.1730997592031353,0.190692518211293,0.2068947074766243,0.2218532197690745,0.2356975217775909,0.2485415799399775,0.2604856877894812,0.2716181472945251,0.2820167838840286
2019-12-03,-0.539,-0.6638905109346669,-0.6607300791796562,-0.6594758512783652,-0.6593017294214389,-0.6585722948169708,-0.6447782239408295,-0.613513754549746,-0.5677082820995647,-0.5123165946051862,-0.4520575670046605,-0.3906366269976047,-0.3306391696877222,-0.2736879642698002,-0.2206719190856692,-0.1719633891693828,-0.1275950669690431,-0.0873921255264251,-0.0510651716409791,-0.0182724030526089,0.0113408858081611,0.0381186772536321,0.0623812947390705,0.0844193896126659,0.1044922196174171,0.1228284435468478,0.1396282710573675,0.1550662337404815,0.1692941319701095,0.1824439016434844,0.1946302661716505,0.2059531141772592,0.2164995880387399,0.2263458935096103
2019-12-04,-0.54,-0.6655905756393797,-0.662378285955694,-0.661259617016192,-0.6613587665351159,-0.6623989149549878,-0.6504689533777719,-0.6205801115538785,-0.5755491477854942,-0.5204067183551482,-0.4600026648071655,-0.3981707762334823,-0.3376015077444547,-0.2799956118351088,-0.2262959718534425,-0.1769100186806143,-0.1318916706038284,-0.0910776947980602,-0.0541838913813403,-0.020869590692391,0.0092212155195208,0.0364351581617352,0.0610958500922129,0.0834974338097516,0.1039025997320179,0.1225432375194786,0.1396225167293319,0.1553176341740851,0.1697827636283158,0.1831519399002137,0.1955417350710955,0.2070536628033847,0.2177762932319615,0.2277870872634841
2019-12-05,-0.54,-0.6533323130790653,-0.649309810120399,-0.6469655599129891,-0.6455357535950541,-0.639008102096422,-0.6194286519301393,-0.5831504679939092,-0.5332727621576998,-0.4746776618776116,-0.4119332192132496,-0.3485880239334964,-0.2870918909406255,-0.22895993687438,-0.1749994803434584,-0.1255226771690654,-0.0805184511656449,-0.0397803477003519,-0.0029961081062235,0.030192698052184,0.0601529937189793,0.0872378619825935,0.1117745159345553,0.134058914693377,0.1543544785109554,0.1728931871864594,0.1898779426392411,0.2054854905482801,0.2198694751868339,0.2331633848404992,0.2454832621190723,0.2569301256677287,0.2675920925191271,0.2775462141193521
2019-12-06,-0.541,-0.6622299305697289,-0.6587883751052716,-0.6567753974922232,-0.6554826290429963,-0.6483586454217605,-0.6275255101583816,-0.5901050430083323,-0.5394391646442838,-0.4804252197935801,-0.417563575539996,-0.354317778495985,-0.2930615957514741,-0.2352510049178291,-0.1816510602172418,-0.1325456322696347,-0.0879058888924175,-0.0475150706178442,-0.0110556347335419,0.0218329005410016,0.0515175294993353,0.0783502705896121,0.1026566850533903,0.1247308368155013,0.1448342137565941,0.1631969424289494,0.1800202099919439,0.1954792103213496,0.2097262028212334,0.2228934505031568,0.2350959173352083,0.246433674784082,0.2569940087558349,0.2668532410241551
2019-12-09,-0.541,-0.6567639887195308,-0.6549467872739587,-0.6545981213875867,-0.6549698537018269,-0.6539890539904865,-0.6378759154783427,-0.6035971263957487,-0.5547091937347344,-0.4964282847853609,-0.4335616823250543,-0.3698259007274549,-0.3077861420588212,-0.2490349363125705,-0.1944300685793245,-0.1443153868772175,-0.0986986754022583,-0.0573837535666741,-0.0200630329145483,0.013620790170117,0.0440356564439059,0.0715368800063729,0.0964545117652226,0.1190875716937311,0.1397025302091408,0.1585342721826645,0.1757883894940244,0.1916440733078506,0.2062571643251016,0.2197631079550353,0.232279681984848,0.2439094390185099,0.2547418503521594,0.2648551628294002
2019-12-10,-0.544,-0.6634788220581691,-0.6633703100157656,-0.6639225309712384,-0.6645535800714488,-0.6606419318015728,-0.638987245048972,-0.5991734509742868,-0.5457364964580074,-0.4841042631881658,-0.418973037018655,-0.353842955976229,-0.2910558958515814,-0.2320126396514843,-0.1774207730494086,-0.1275130743442538,-0.0822185900694845,-0.0412872649097941,-0.004375877594545,0.0288955809122581,0.0589088531324699,0.0860270797529849,0.1105842323945092,0.1328807732527517,0.1531831002411747,0.1717251484088362,0.188711094929777,0.2043185115461117,0.2187015736893272,0.2319941083044103,0.2443123717103357,0.2557575156190153,0.2664177384013653,0.276370139889676
2019-12-11,-0.544,-0.6620623564800352,-0.6626139290907234,-0.663885032272981,-0.6652783080767546,-0.6646086953768018,-0.6461150472369561,-0.6090955474107274,-0.557986192781768,-0.4982163106629884,-0.4345323103731626,-0.3705022502241646,-0.3085369969149201,-0.250099353815663,-0.1959489426720253,-0.1463602837785291,-0.1012948602417669,-0.0605272295588248,-0.0237325039102431,0.0094558704963594,0.0394098798355126,0.0664856608738015,0.0910121988990604,0.1132864306626382,0.1335722757053343,0.152101934789713,0.1690783757774083,0.1846783292355749,0.1990553862644128,0.2123429679236828,0.2246570482133554,0.2360985818803436,0.2467556291979302,0.2567051924781491
2019-12-12,-0.544,-0.6657811531518198,-0.6636122648706921,-0.6626319292105629,-0.6621646786473567,-0.6567774680092646,-0.6360226721366726,-0.5977375924576092,-0.5456789112694778,-0.4849948304262637,-0.4203426515300612,-0.3552857894950758,-0.2922612323020548,-0.23276364955082,-0.1775800030644139,-0.1270045540571827,-0.081011073891994,-0.0393803079776788,-0.0017890568487972,0.0321306024439058,0.0627539331510929,0.0904414075355128,0.1155268127426618,0.1383119630960274,0.1590654891773073,0.1780239984236558,0.1953944936663694,0.2113573470161303,0.2260694040226243,0.2396669754937757,0.2522685910047504,0.263977460317266,0.274883631777902,0.2850658606971576
